gratka_mieszkania
Tytuł;Opis;Cena;Metraż
Śmigielska;Okazja przestronne mieszkanie z ogrodem KościanPrzestronne mieszkanie z dużym ogrodem w Kościanie OFERTA BEZ PROWIZJI - kupując tą nieruchomość z naszą pomocą nie zapłacisz prowizji i nie podpisujesz żadnych umów. Wesprzemy Cię w uzyskaniu atrakcyjnej ceny, a następnie zapewnimy pełną obsługę notarialną wraz z weryfikacją nieruchomości Gorąco...;435000.0;93
Budzyńska;Mieszkanie 3 - pokojowe z widokiem na jezioroPrzedmiotem oferty jest przestronne mieszkanie o powierzchni 66,17 m², położone na II piętrze w bloku zlokalizowanym w samym sercu Chodzieży. Mieszkanie jest jasne i funkcjonalne, składa się z trzech pokoi, przestronnej kuchni połączonej z jadalnią, łazienki oraz przedpokoju. Do mieszkania...;435500.0;66
Leszno;Duże mieszkanie w centrum Leszna -inwestycjaMam przyjemność przedstawić Państwu atrakcyjną ofertę dużego mieszkania w centrum Leszna. Nieruchomość wraz przynależnymi pomieszczeniami (na którą składa się strych oraz piwnica) posiada 288,86m2 Powierzchnia użytkowa części mieszkalnej to 165,53m2 Lokalizacja: Centrum miasta Typ nieruchomości:...;440000.0;288
Platanowa;Mieszkanie dwupokojowe osiedle DębinaFirma Dominum Nieruchomości zaprasza do zapoznania się z ofertą mieszkania dwupokojowego o metrażu 51mkw zlokalizowane przy ul. Platanowej (Os. Dębina). Nieruchomość usytuowana na ostatnim piętrze z 4, o układzie rozkładowym, idealne dla rodzin z dziećmi lub pod inwestycję - możliwość...;449000.0;51
Grunwaldzka;Ostrów Wielkopolski, nowe mieszkanie na sprzedaż, stan deweloperski, rynek pierwotny, II odsłona Os Grunwaldzkiego, II ETAP, B2.4.5B Polecam Państwu drugi etap z II już odsłony kontynuacji udanego Osiedla Grunwaldzkiego, powstającego w północnej części Ostrowa Wielkopolskiego. Gorąco zapraszam na...;484104.0;52
Grunwaldzka;Ostrów Wielkopolski, nowe mieszkanie na sprzedaż, stan deweloperski, rynek pierwotny, II odsłona Os Grunwaldzkiego, II ETAP, B2.3.5B. Polecam Państwu drugi etap z II już odsłony kontynuacji udanego Osiedla Grunwaldzkiego, powstającego w północnej części Ostrowa Wielkopolskiego. II odsłona...;484104.0;52
Grunwaldzka;Ostrów Wielkopolski, nowe mieszkanie na sprzedaż, stan deweloperski, rynek pierwotny, II odsłona Os Grunwaldzkiego, II ETAP. B2.2.5B Polecam Państwu drugi etap z II już odsłony kontynuacji udanego Osiedla Grunwaldzkiego, powstającego w północnej części Ostrowa Wielkopolskiego. Gorąco zapraszam na...;484104.0;52
Grunwaldzka;Ostrów Wielkopolski, nowe mieszkanie na sprzedaż, stan deweloperski, rynek pierwotny, II odsłona Os Grunwaldzkiego, II ETAP. B2.2.5A Polecam Państwu drugi etap z II już odsłony kontynuacji udanego Osiedla Grunwaldzkiego, powstającego w północnej części Ostrowa Wielkopolskiego. Gorąco zapraszam na...;484104.0;52
Hawelańska;Nowe 2 pokoje, z balkonem, blisko tramwajMiejsce dla osób, które z jednej strony chcą być blisko miasta i wszystkiego co oferuje centrum, z drugiej mieszkać w ciszy, bliskości natury i terenów zielonych. Mieszkanie 2-pokojowe o powierzchni 38,96 m2, na 1 piętrze nowoczesnego budynku z windą. Mieszkanie jasne, od strony wschodniej, z...;487000.0;38
Naramowicka;NOWOROCZNE PROM* 3 pok. bezpośrednio, super CENAPrezentowana oferta gwarantuje Tobie: - zakup bezpośrednio od dewelopera ✅ - pełna oferta inwestycji ✅ - 0% prowizji ✅ - 0% podatku PCC ✅ Prezentowana nieruchomość o pow. 45,96mkw mieści się  na nowo powstającym, kameralnym osiedlu  w bezpośrednim sąsiedztwie Rezerwatu Żurawiniec i składa się z:...;496368.0;45
Os. Wichrowe Wzgórze;Jasne 2-pokojowe mieszkanie Wichrowe WzgórzeNA SPRZEDAŻ 2-POKOJOWE MIESZKANIE POZNAŃ OSIEDLE WICHROWE WZGÓRZE Na sprzedaż 2 pokojowe z ładnym widokiem, jasne mieszkanie, w pełni wyposażone, w Poznaniu na osiedlu Wichrowe Wzgórze. MIESZKANIE: Usytuowane na 6 piętrze. W budynku znajdują się nowe winda oraz kontrola dostępu. Mieszkanie z...;520000.0;46
Maksymiliana Jackowskiego;Gotowa inwestycja zwrot z najmu kamienica JeżyceNA SPRZEDAŻ GOTOWA INWESTYCJA POD NAJEM - TRZYPOKOJOWE MIESZKANIE Z ANEKSEM KUCHENNYM I ŁAZIENKĄ W KAMIENICY NA JEŻYCACH Świetnie zlokalizowane mieszkanie wraz z piwnicą ( mieszkanie ok.50 m2 i piwnica ok. 7 m2 razem 56,90 m2 w księdze wieczystej) w dziedzińcu kamienicy z podwórzem do remontu na...;529000.0;50
Rubież;Dostępne od zaraz. Na sprzedaż 2 pokojowe, przestronne mieszkanie o powierzchni 55 m2, położone na parterze na ogrodzonym, zamkniętym osiedlu. Doskonała lokalizacja pozwala połączyć zarówno bliskość centrum jaki i spokojne ciche osiedle z bardzo dobrze rozbudowaną infrastrukturą. Na przestrzeń...;530000.0;55
Maksymiliana Jackowskiego;Mieszkanie 2 pokoje kamienica JeżyceNA SPRZEDAŻ DWUPOKOJOWE MIESZKANIE Z ANEKSEM KUCHENNYM NA WYSOKIM PARTERZE NA JEŻYCACH Świetnie zlokalizowane mieszkanie wraz z dużą piwnicą ( mieszkanie ok. 46 m2 i piwnica 8,40 m2 razem 54,40 m2 w księdze wieczystej) w dziedzińcu kamienicy z podwórzem do remontu na ul. Jackowskiego 3 na...;539000.0;46
Polanka;2 osobne pokoje osobna kuchnia Malta PolankaNA SPRZEDAŻ ATRAKCYJNE DWUPOKOJOWE MIESZKANIE Z OSOBNĄ KUCHNIĄ, Z BALKONEM I MIEJSCEM POSTOJOWYM W HALI GARAŻOWEJ (DODATKOWO PŁATNE) W BARDZO DOBREJ LOKALIZACJI NA OSIEDLU POLANKA W POZNANIU IDEALNE I GOTOWE NA INWESTYCJĘ POD WYNAJEM LUB DO WPROWADZENIA Mieszkanie o powierzchni 53,4 m2 usytuowane...;599000.0;53
Przy Łowisku;Przestronne mieszkanie 110 m2 z dużym tarasemSŁONECZNE, PRZESTRZENNE MIESZKANIE, DUŻY POTENCJAŁ Mieszkanie 3 - pokojowe z tarasem, na sprzedaż Mieszkanie 3-pokojowe z TARASEM oraz 2 miejscami parkingowymi o powierzchni użytkowej 110,26 m2! Mieszkanie w domu jednorodzinnym dwulokalowym. W pierwotnym projekcie mieszkanie ma 3 sypialnie i...;599000.0;110
Kanałowa;Nowe, funkcjonalne M2 z balkonem w sercu miastaŁazarz to niewątpliwie najpiękniejsza dzielnica Poznania, która ostatnio przeżywa swój renesans, mnóstwo kafejek, urokliwe kamienice, tętniące życiem uliczki, pełne urzekających zielenią drzew. To tu powstaje nowa kameralna inwestycja Apartamenty na Łazarzu, która proponuje Państwu wiele mieszkań...;608915.0;39
Os. Batorego;3 pokoje, 61.30 m2, balkon, piwnica, Poznań, osiedle BatoregoTrzypokojowe mieszkanie o powierzchni 61.30 m2. usytuowane w niskim budynku na 3 piętrze w Poznaniu na osiedlu Batorego. Niezależny układ pomieszczeń. Poglądowy rzut zamieszczony w galerii zdjęć. Z pokoju dziennego wyjście na przestronny balkon. Oddzielnie łazienka oraz WC. Mieszkanie dwustronne...;609000.0;61
Jasielska;Mieszkanie Jasielska 8CZapraszam do zapoznania się z  ofertą wyjątkowego mieszkania na osiedlu  Jasielska 8C. Jest to Nieruchomości o powierzchni 55,75m², składająca się z: salonu z kuchnią- 20,10m²pokój- 11,50m²pokój- 12,27 m² łazienki- 3,68m² korytarz- 8,20m²  Mieszkanie zostało zaprojektowane z myślą o komforcie...;640567.0;55
Gnieźnieńska;Mieszkanie 3-pokojowe, ul. Gnieźnieńska, PoznańPolecam 3-pokojowe mieszkanie o powierzchni 66,55 m², usytuowane na parterze w zamkniętym, monitorowanym osiedlu w Poznaniu, w spokojnej i zielonej okolicy Zawad, przy ul. Gnieźnieńskiej. Mieszkanie jest przestronne, jasne i funkcjonalne, doskonałe zarówno dla rodzin szukających komfortowego...;659000.0;66
Sobieskiego;"Mieszkanie na sprzedaż, Puszczykowo, Stare Puszczykowo, , 720000.00 PLNPiętro zabytkowej willi dwurodzinnej o pow. ok. 119 m2 z dużym, magicznym ogrodem! Działka, na której posadowiona jest willa ""MARIA"" ma powierzchnię 2500 m2. Do wyłącznego  użytkowania pozostaje ok. 1180 m2 ogrodu zagospodarowanego zielenią - duża ilość iglaków, trawnik, róże. W ogrodzie domek...";720000.0;119
Śliska;Gotowiec inwestycyjny – mieszkania z najemcamiDo sprzedania nieruchomość inwestycyjna znajdująca się w Poznaniu przy ul. Śliskiej. Tzw. dwupak składa się z dwóch urządzonych 2 - pokojowych mieszkań z oddzielnymi wejściami i licznikami. Każdy lokal składa się z salonu z aneksem kuchennym, sypialni, łazienki oraz balkonu. Nieruchomość jest...;750000.0;73
Piątkowo;Piękne, przestrzene mieszkanie 94m2 na PiątkowieZapraszamy do zapoznania się z ofertą mieszkania na Piątkowie. Stan developerski, do wykończenia wewnątrz. KOSZTY AGENCJI pokrywa Sprzedający! Mieszkanie w jednym z najnowszych budynków na Piątkowie, ul. Mateckiego. Lokal znajduje się na 1 piętrze, niskiego budynku. Na metraż 94,05m2 składają się...;893500.0;94
Kanałowa;Piękne M4 do własnej aranżacji!! 2 balkonyŁazarz to niewątpliwie najpiękniejsza dzielnica Poznania , która ostatnio przeżywa swój renesans, mnóstwo kafejek, urokliwe kamienice, tętniące życiem uliczki, pełne urzekających zielenią drzew . To tu powstaje nowa kameralna inwestycja Apartamenty na Łazarzu, która proponuje Państwu wiele...;907270.0;69
Trakt Napoleoński;Sceduję prawa z Umowy przedwstępnej zakupu mieszkania w inwestycji Tarasy Rokietnicy. Mieszkanie znajduje się w budynku A na trzecim piętrze (jest winda). Umowa obejmuje zakup mieszkania o pow. 44,21m2, komórki lokatorskiej o pow. 6,7m2 i naziemnego miejsca postojowego. Łączna cena za mieszkanie,...;400000.0;44
Spokojna;3 pokoje, ogród, 2 miejsca postojowe, strych - SzczytnikiZAPRASZAMY - KOLEJNY ETAP INWESTYCJI * RYNEK PIERWOTNY * ZAKUP BEZPOŚREDNIO OD DEWELOPERA * BEZ PROWIZJI I 2 % PODATKU PCC * POMOC W UZYSKANIU KREDYTU * UBEZPIECZENIE KREDYTOWANEJ NIERUCHOMOŚCI NA ROK GRATIS !!! * SPRAWDZONE EKIPY WYKOŃCZENIOWE * MOŻLIWOŚĆ DOPOSAŻENIA W POMPĘ CIEPŁA ORAZ...;425000.0;59
Jasielska;Mieszkanie Jasielska PodolanyPolecam na sprzedaż przestronne trzypokojowe mieszkanie o pow. 71,43 m2, położone na drugim piętrze pięciopiętrowego budynku w dzielnicy Podolany w Poznaniu. Mieszkanie składa się z: Salon z aneksem kuchennym - jasne i przestronne pomieszczenie z miejscem na część wypoczynkową i jadalnię z...;940000.0;71
Rolna;Na sprzedaż budynek z działką pod PoznaniemDLA  INWESTORA!!!!!!!!!!!!!!!! Na sprzedaż budynek wolnostojący, murowany, trzykondygnacyjny o powierzchni użytkowej 238m2 usytuowany na działce o powierzchni 1345 m2.  Idealna nieruchomość pod hotel pracowniczy, siedzibę firmy etc. (budynek można rozbudować do ponad 400 m2).    Budynek składa...;950000.0;238
Łazarz;OFERTA DLA INWESTORA RYNEK ŁAZARSKI CENTRUMNIERUCHOMOŚĆ INWESTYCYJNA - 4 DUŻE MIESZKANIA W KAMIENICY BLISKO CENTRUM Na sprzedaż 4 mieszkania w odrestaurowanej kamienicy z 1909 r., usytuowane w jednym pionie, co umożliwia w przyszłości ewentualne podziały na kawalerki. Świetna lokalizacja, ul.Głogowska, przy Rynku Łazarskim. Obecnie...;4074000.0;493
Macieja Palacza;!!! REZERWACJA !!! !!! MIESZKANIE-TBS !!! !!! ODSTĄPIE !!! 2 pokoje,53m2, 193.000zł cena do negocjacji !!! Zapraszam do zapoznania się z ofertą odstąpienia mieszkania położonego na ul.Palacza w Poznaniu, położone na spokojnym zadbanym osiedlu z doskonałą komunikacją miejską. W sąsiedztwie tereny...;193000.0;53
Golińska;"Mieszkanie do remontuNa sprzedaż 2-pokojowe mieszkanie w Kazimierzu Biskupim&amp;nbsp; . Mieszkanie idealnie nadaje się dla 2- osobowej rodziny, młodego małżeństwa lub pod wynajem Szczegóły nieruchomości: ·&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp ;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp ; Powierzchnia: 30 m2...";199000.0;30
Czarnków;Przytulne mieszkanie w CzarnkowieSzanowni Państwo, Mam przyjemność przedstawić Państwu słoneczne, dwupokojowe mieszkanie o powierzchni 45,20 m², położone na osiedlu Parkowym w Czarnkowie. To mieszkanie jest idealne dla rodziny poszukującej wygody oraz doskonałej lokalizacji. Opis nieruchomości: Powierzchnia mieszkania: 45,20 m²...;260000.0;45
Jana Długosza;Ostrów Wielkopolski, mieszkanie na sprzedaż, 2 pokoje, III piętro, po remoncie. Przedstawiam Państwu interesującą ofertę sprzedaży lokalu mieszkalnego, usytuowanego na trzecim piętrze bloku w bliskiej odległości do ścisłego centrum miasta. Jest to spółdzielcze prawo do lokalu mieszkalnego z...;270000.0;35
Rondo Wyzwolenia;Mieszkanie 2-pokojowe 47,4m2 Osiedle WyzwoleniaDo sprzedania mieszkanie 2-pokojowe 47,4m2 Turek Osiedle Wyzwolenia. Mieszkanie zlokalizowane jest na trzecim piętrze w odnowionym bloku przy ul. Osiedle Wyzwolenia. Do mieszkania przynależy balkon i piwnica. Mieszkanie gotowe do przejęcia. Zapraszamy.;290000.0;47
Okólna;Wyjątkowe mieszkanie w przyjaznym otoczeniu w Koninie, OKÓLNA - PROMOCJAPolecamy Państwu lokal położony w Koninie, ul. Okólna 37/88, który znajduje się na III piętrze w budynku mieszkalnym wielorodzinnym. To idealne miejsce dla osób poszukujących spokojnego i przytulnego miejsca do zamieszkania! Mieszkanie składa się z 3 pokoi, łazienki, WC, kuchni i korytarza, co...;295000.0;60
Gwarna;2 mieszkania w CENTRUM Poznania|35m2|OKAZJAOKAZJA DLA INWESTORÓW | 2 MIESZKANIA NA SPRZEDAŻ | UL. GWARNA | CENTRUM BLOK I POŁOŻENIE Mieszkanie znajduje się przy ul. Gwarnej w samym centrum Poznania. Okolica jest bardzo wygodna dla studentów. W pobliżu położone są uczelnie, m.in. Uniwersytet Ekonomiczny, Uniwersytet im. Adama Mickiewicza,...;299000.0;35
Bernardyńska;Przytulne mieszkanie na pierwszym piętrze, przy ul. Bernardyńskiej w Kościanie. REZERWACJA !!!! OFERTA BEZ PROWIZJI - kupując tą nieruchomość z naszą pomocą nie zapłacisz prowizji i nie podpisujesz żadnych umów. Wesprzemy Cię w uzyskaniu atrakcyjnej ceny, a następnie zapewnimy pełną obsługę...;305000.0;49
Szydłowo;Nowy Apartamentowiec- Szydłowo Osiedle KwiatoweRenata Węgrzynowska Specjalista ds. Nieruchomości  Nowa inwestycja w Szydłowie- Apartament  zlokalizowany na Osiedlu Kwiatowym To  idealne miejsce dla osób poszukujących spokoju, prywatności oraz bliskości natury a jednocześnie  świetnie skomunikowane  z miastem Piła i Wałcz. Sprzedawane  lokale...;311350.0;47
Trzcianka;Sprzedaż lub zamiana na mniejsze mieszkanieRenata Węgrzynowska Specjalista ds. Nieruchomości Tylko u nas w biurze, oferta na wyłączność! Mieszkanie 3 pokojowe na sprzedaż na Os. Słowackiego  lub zamiana na mniejsze z dopłatą w Trzciance. Usytuowane na III piętrze w 4-piętrowym bloku. Blok wybudowany w latach 70 - tych w technologii wielka...;320000.0;60
Bolesława Limanowskiego;Ostrów Wielkopolski, mieszkanie na sprzedaż, 4 pokoje, mieszkanie w bloku, mieszkanie dla rodziny. *** UWAGA OKAZJA *** NOWA NIŻSZA CENA *** Doskonała lokalizacja i funkcjonalny układ pomieszczeń - to zalety oferty, którą mam okazję Państwu zaprezentować. Oferuję do sprzedaży przestronne, w pełni...;349000.0;75
Wysocka;Nowe mieszkanie, Wysocka Park, M513, 53,05 m2Nowe mieszkanie, Wysocka Park, M513, IV piętro, 53,05 m², 2 pokojowe. Do sprzedaży mieszkanie z rynku pierwotnego, w tzw. stanie deweloperskim,położone w budynku wielorodzinnym zlokalizowanym w Ostrowie Wielkopolskim. Możliwość adaptacji na lokal 3 pokojowy. Mieszkanie jest składową inwestycji...;352252.0;53
Adama Asnyka;na sprzedaż 3\'pok. z balkonem, os. AsnykaNa sprzedaż 3'pokojowe mieszkanie o powierzchni 60,40 m2 na osiedlu Asnyka w Kaliszu. Mieszkanie mieści się na III piętrze, w czteropiętrowym bloku z cegły z lat dziewięćdziesiątych. Układ mieszkania: trzy niezależne pokoje (z jednego wyjście na balkon), oddzielna kuchnia, łazienka, wc,...;359000.0;60
Chlebowa;2 pokoje, funkcjonalne. Cicha i spokojna okolicaDobrze skomunikowane i otoczone zielenią 2 pokojowe mieszkanie. Do mieszkania przynależy PIWNICA. Lokal znajduje się na 2 piętrze w niskim 4-piętrowym budynku. Wejście poprzez zadbaną i odmalowaną klatkę schodową. Budynek po termomodernizacji. Wymienione instalacje wodno-kanalizacyjne oraz...;365000.0;34
Naramowicka;Kawalerka 26,02 m2| Świetna lokalizacjaZapraszam do zapoznania się z ofertą nowoczesnego mieszkania znajdującego się na poznańskich winogradach. Inwestycja mieści się u zbiegu ulicy Naramowickiej oraz Ziarnistej.  Termin zakończenia budowy planowany na styczeń 2026 roku. Maksymalny termin przeniesienia własności w terminie do...;365000.0;26
Śródka;3-pok. z ogrodem zamiast kawalerki/Poznań 20 minNowoczesne i funkcjonalne domy szeregowe w podpoznańskiej Śródce - idealne dla osób szukających spokoju i komfortu w sąsiedztwie zieleni, a jednocześnie z szybkim dojazdem do miasta. Jest to ostatni taki dom, który będzie gotowy do odboiru w tym roku. Oferujemy 9 kompaktowych domów w zabudowie...;371379.0;53
Garncarska;Koło ul. Garncarska - mieszkanie na sprzedażZapraszamy do zapoznania się z ofertą sprzedaży przestronnego i jasnego mieszkania znajdującego się w Kole przy ul. Garncarskiej o powierzchni 93,00 m2! Mieszkanie znajduje się na I piętrze w niskim budynku I piętrowym z poddaszem. Lokal posiada 4 pokoje, kuchnię, łazienkę z WC oraz przedpokój i...;380000.0;93
Polna;PO KAPITALNYM REMONCIE, 2 POKOJE, JEŻYCEPoszukujesz wykończonego niedużego 2-pokojowego mieszkania , w którym możesz zrealizować swoje marzenia o idealnym wnętrzu? Mieszkania, które jest położone w sercu Jeżyc , jednej z najbardziej pożądanych dzielnic Poznania? Ta oferta jest właśnie dla Ciebie ! SZCZEGÓŁY OFERTY: ⚿ Powierzchnia...;389000.0;26
Fałkowo;Nowe MIESZKANIE w bloku deweloperskim FAŁKOWO gm. Łubowo OkazjaU W A G A - atrakcyjna oferta - NOWY BLOK IV kwartał 2024 r. - świetna LOKALIZACJA - przedmieścia GNIEZNA - O k a z j a - zostały ostatnie mieszkania ! NA SPRZEDAŻ MIESZKANIA W STANDARDZIE DEWELOPERSKIM Z MIEJSCAMI POSTOJOWYMI. Nowoczesny budynek, położony w centralnej części miejscowości FAŁKOWO...;395760.0;58
Opalowa;Ostrów Wielkopolski, nowe mieszkanie na sprzedaż, stan deweloperski, rynek pierwotny, cena gwarantowana, II odsłona Os Grunwaldzkiego II ETAP. B2.3.2A Polecam Państwu pierwszy etap z II już odsłony kontynuacji udanego Osiedla Grunwaldzkiego, powstającego w północnej części Ostrowa...;414184.0;45
Łączna;Mieszkanie 3-pokojowe w Pile z garażem w cenieW cenie mieszkania murowany garaż! Na sprzedaż 3-pokojowe mieszkanie w Pile, ul. Łączna (Jadwiżym) Na sprzedaż przestronne i funkcjonalne mieszkanie o powierzchni 60,14 m², położone na 4. piętrze bloku w spokojnej części Piły, przy ul. Łącznej (Jadwiżyn). Najważniejsze atuty oferty: Murowany...;419000.0;60
Swarzędz;Nowa inwestycja deweloperska w Gowarzewie! Duży wybór mieszkańPRZEDSPRZEDAŻ! CENA PIERWSZEGO LOKALU TO 425.000 ZŁ (REGULARNA CENA 452.000 ZŁ) !!! ZUPEŁNIE NOWA INWESTYCJA W GOWARZEWIE! Kupujący zwolniony z podatku PCC! Zapraszam do zapoznania się z atrakcyjną ofertą sprzedaży mieszkania w zabudowie szeregowej o powierzchni użytkowej 61,60 m2, położonego na...;425000.0;61
Nowa Wieś Ujska;Dom na sprzedaż ( Półbliźniak)Tylko w naszym biurze Oferta na wyłączność! Zapraszam Bartosz Szukasz domu w spokojnej okolicy, z dala od miejskiego zgiełku, ale jednocześnie blisko wszystkich niezbędnych udogodnień? To idealna oferta dla Ciebie! W ofercie murowany dom na sprzedaż (półbliźniak) o powierzchni łącznej 120 m 2  w ...;439000.0;120
Margaretkowa;Konin, Chorzeń, mieszkanie 4 pokoje - sprzedaż. Na sprzedaż czteropokojowe mieszkanie o powierzchni 78,90 m2 na drugim piętrze w niskim trzypiętrowym bloku. MIESZKANIE NIEWYMAGAJĄCE WKŁADU - PO GENERALNYM REMONCIE. Lokal składa się z trzech osobnych pokoi, salonu z wyjściem na balkon, łazienki,...;465000.0;78
Os. Dąbroszczaków;Świetna lokalizacja! Wysoki standardNowoczesne mieszkanie o wysokim standardzie wykończenia! Kupując to mieszkanie nie musisz nic remontować i inwestować! Możesz wprowadzić się i wygodnie mieszkać! Idealne dla rodziny, pary czy singla w sercu Swarzędza na os. Dąbrowszczaków. Niewątpliwą zaletą mieszkania jest jego układ i staranne...;470000.0;49
Ludwika Waryńskiego;Mieszkanie na sprzedaż, wysoki standard, 3 pokoje, pierwsze piętro, Ostrów Wielkopolski. Oferujemy Państwu wyjątkową okazję zakupu przestronnego mieszkania o powierzchni 78,85 m2., idealnego dla osób ceniących komfort i funkcjonalność. Położone na pierwszym piętrze, zapewnia ciszę i wygodę...;479000.0;78
28 Czerwca 1956 r.;Mieszkanie 3 pokojowe Wilda** PRZESTRONNE TRZYPOKOJOWE DO WŁASNEJ ARANŻACJI ** Szukacie Państwo mieszkania o wygodnym metrażu ??, ważny jest dla Was funkcjonalny i niezależny układ ??, macie własny pomysł na wykończenie??, to może to będzie ciekawa propozycja: * Mieszkanie z dużym potencjałem aranżacyjnym * Polecamy do...;485000.0;63
Leszno;"Nowe mieszkanie z klimatyzacją na os. LeszczynkoAtrakcyjne dwupokojowe mieszkanie w nowowybudowanym bloku z windą. Mieszkanie usytuowane jest na parterze w pięcio-kondygnacyjnym bloku. Na bardzo ładnym, zagospodarowanym w zieleń, monitorowanym osiedlu ""Leszczynko II"" w Lesznie. Budynek przystosowany jest dla osób niepełnosprawnych! Mieszkanie...";493000.0;48
Grunwald;Poznań, Grunwald, Łazarz - mieszkanie w sąsiedztwie parku KasprowiczaPoznań, Łazarz, Chociszewskiego. Mieszkanie o powierzchni 48,4 m2, usytuowane na pierwszym piętrze niskiego budynku z cegły. Na powierzchnię mieszkania składają się dwa przestronne pokoje, kuchnia, łazienka z wc oraz korytarz. Układ pomieszczeń niezależny. Pokój dzienny z oknem balkonowym typu...;494000.0;48
Przemysłowa;"NOWE MŁYNY LESZNO - apartament z antresoląBiuro nieruchomości ""Luxus Home"" Leszno oferuje do sprzedaży LUKSUSOWE dwupoziomowe apartamenty z antresolami, zlokalizowane w budynku NOWYCH MŁYNÓW w centrum Leszna, przy ul. Przemysłowej. Ilość pokoi: 2. POWIERZCHNIE APARTAMENTÓW: PIĘTRO IV i V: 68,76 m2, 73,64 m2, 74,33 m2, 74,40 m2, 74,78 m2,...";501948.0;68
Poznań;"Mieszkanie 41 m2 Prowizja 0% PCC 0%Zapraszam do zapoznania się z naszą najnowszą ofertą rynku pierwotnego. Zakup bezpośrednio od dewelopera&amp;nbsp; Prowizja 0% PCC 0% Jeśli szukasz nowoczesnego mieszkania w świetnej lokalizacji, ta oferta jest dla Ciebie. To doskonała propozycja dla osób szukających własnego lokum, jak i...";514625.0;41
Błażeja;Błażeja, Dwupokojowe mieszkanie z balkonemPrzedstawiam Państwu ofertę sprzedaży funkcjonalnego mieszkania dwupokojowego usytuowanego przy ul. Błażeja na poznańskich Naramowicach. Lokal mieści się na pierwszym piętrze w czteropiętrowego bloku. Na powierzchnię niemal 50 m2 składają się: przestronny salon połączony z aneksem kuchennym,...;529000.0;49
Szpitalna;Najważniejsze atuty ✅ Lokalizacja blisko zieleni i w sąsiedztwie rozwiniętej infrastruktury ✅ Zróżnicowane warianty mieszkań ✅ Wewnętrzny plac zabaw na osiedlu ✅ Ładowarki do aut elektrycznych Ostoja Przylesie w skrócie Inwestycję tworzą dwa budynki, w których łącznie znajdzie się 195 mieszkań...;403620.0;43
Poznańska;3 pokoje, 63 m2, balkon, piwnica, KoziegłowyTrzypokojowe mieszkanie o powierzchni 63.00 m2. usytuowane w niskim bloku na 1 piętrze na osiedlu Karolin - Koziegłowy. Niezależny układ pomieszczeń. Poglądowy rzut zamieszczony w galerii zdjęć. Z pokoju dziennego wyjście na przestronny balkon. Mieszkanie dwustronne (ekspozycja okien od strony...;499000.0;64
Rataje;os. Piastowskie PO REMONCIE Przy Rondzie RatajeNa sprzedaż piękne, 3-pokojowe mieszkanie (o powierzchni 54m2) z balkonem, w samym centrum poznańskich Rataj. Mieszkanie posiada nieobciążoną księgę wieczystą. Nowy właściciel nieruchomości będzie miał do swojej dyspozycji: -kuchnię 10m2 z nową zabudową kuchenną wykonaną na wymiar firmy Ikea z...;589000.0;54
Jesionowa;Komfortowe i wyjątkowe mieszkanie szeregoweZachęcam do zakupu przestronnego i komfortowego mieszkania szeregowego. Nieruchomość położona w zwartej zabudowie, zapewniająca spokój i ciszę mieszkańcom. Mieszkanie składa się z: - salonu z kuchnią 27 m2, - małej łazienki na parterze, - pokoju 12 m2 na piętrze, - łazienki 6 m2 na piętrze, -...;610000.0;69
Stanisława Staszica;Przestronne, wyremontowane mieszkanie w kamienicyZapraszam do zapoznania się z jasnym, przestronnym mieszkaniem po generalnym remoncie. Mieszkanie znajduje się na poznańskich Jeżycach przy ulicy Staszica. Położone jest na 2 piętrze w kamienicy z wymienioną instalacją elektryczną. Lokal po generalnym remoncie – m.in. nowe podłogi, łazienka,...;640000.0;63
Grafitowa;Komfortowe mieszkanie na nowoczesnym osiedlu_SkórzewoKomfortowe, przestronne mieszkanie znajdujące się na nowoczesnym osiedlu Grafitowym, w podpoznańskim Skórzewie. Na powierzchni 68,22 m2 znajdują się: pokój dzienny z aneksem kuchennym, dwie sypialnie, duża łazienka z toaletą, przedpokój oraz balkon. Wyjście na balkon zarówno z pokoju dziennego,...;695844.0;68
Hawelańska;Sprzedam trzypokojowe mieszkanie na Winogrady. 0% prowizjiMam przyjemność zaoferować Państwu na sprzedaż ofertę 3 pokojowego mieszkania w jednej z najbardziej atrakcyjnych i rozwijających się lokalizacji w Poznaniu, (przy ul. Hawelańskiej) - WINOGRADY. Ni chcesz dalej wynajmować mieszkanie, zmęczony życiem na walizkach? Zdecydowałeś się na zakup nowego...;780000.0;70
Marcelińska;Mieszkanie w apartamentowcu vis a vis City ParkTwoje dziecko dostało się na Uniwersytet Medyczny ? To mieszkanie jest dla Was ! Zakup zwolniony z podatku PCC. Wygodny apartament z balkonem i wystawą okien na zachód w inwestycji zrealizowanej w prestiżowym sąsiedztwie City Parku, Cavallii, Fortu Kościuszko, D.S. Eskulap i Szpitala Klinicznego...;799000.0;58
